Year,Month,Longitude,Latitude,SST_Celsius,Population
2021.0,2.0,50.97980559,64.1844999908,1.2,12409738
2014.0,12.0,-119.0643331,4.672646,20.5,21580827
2019.0,2.0,-15.8642152,26.8435027,13.9,232388
2013.0,8.0,-157.0114371,77.0598959,7.9,18406
2021.0,5.0,41.90623876,-36.51957421,16.9,1101771
2019.0,7.0,-40.72142,65.29875,13.0,18406
2019.0,10.0,-74.7691717793,21.7897275002,22.4,5447
2016.0,11.0,86.69382048,11.11721025,24.7,599821
2018.0,3.0,-144.0324,-68.97166,9.8,411346
2016.0,3.0,167.11755,-52.13782,17.9,411346
2010.0,11.0,-34.1198041,-61.2738024,10.7,2269
2014.0,4.0,133.43647854,-33.55106394,21.8,447692
2012.0,2.0,32.1314112,88.344098,-2.0,216364
2021.0,2.0,-114.6623558,-23.4786669,24.1,136005
2010.0,1.0,101.3935329,22.4277255,19.9,4282738
2019.0,6.0,-20.54842,41.92931,18.4,2927316
2015.0,6.0,-168.052,-8.9526,22.3,0
2017.0,4.0,98.8045501073,-72.9626227025,9.0,447692
2014.0,4.0,93.6988327,-21.7109219,23.4,10516927
2013.0,7.0,-86.5145,72.8936,8.6,18406
2021.0,7.0,-69.434055,-78.490819,2.5,2269
2012.0,6.0,167.18775,19.83401,26.0,30661
2017.0,6.0,47.80914394,-65.22757528,6.5,4430367
2015.0,7.0,-98.3263,31.59938,23.3,21580827
2019.0,5.0,161.39718997,-17.511221321,24.6,52690
2013.0,8.0,-50.46561463,-56.86475135,7.9,2269
2010.0,10.0,39.40041,74.06398,7.2,1279096
2018.0,6.0,-152.5002752891,-14.6630070676,20.5,136005
2020.0,5.0,-85.44236623,-76.11147295,3.0,2269
2013.0,8.0,132.050797868,13.844873543,29.8,11410
2012.0,9.0,116.098846936,58.373596916,10.7,1520381
2015.0,4.0,-151.636461,-57.26757,11.9,411346
2020.0,5.0,-162.729355,19.323749,21.3,30661
2016.0,6.0,43.95215,0.56192,29.7,2081624
2012.0,4.0,40.931473,-73.700392,9.0,4430367
2010.0,4.0,117.040955725,29.4849509121,19.3,2705791
2014.0,9.0,155.63842874,68.59900442,10.7,1520381
2020.0,9.0,-166.962614181,69.439644982,9.8,18406
2021.0,12.0,-57.9751778,6.8696302,24.9,109934
2018.0,2.0,-70.3905141,-27.9370257,19.6,6680371
2018.0,5.0,110.15406505,-39.44102307,18.3,447692
2012.0,9.0,-26.77962498,-89.82842371,4.5,2269
2016.0,5.0,152.9168943,10.8222829,26.7,6996
2010.0,3.0,-152.321169,-84.124547,9.5,2269
2011.0,7.0,-64.0602258271,73.0741945734,8.6,18406
2015.0,11.0,161.130583341,82.351353163,5.4,18406
2016.0,1.0,168.443851,42.371113,16.3,37468302
2019.0,8.0,-40.8359,-51.7396,9.4,2269
2019.0,6.0,-25.14529,-79.13357,6.0,2269
2013.0,8.0,-16.3550814,46.3324977,16.2,2927316
2015.0,1.0,-162.4381,-72.3931,9.5,411346
2010.0,5.0,-44.8281921,11.89876945,25.4,57506
2020.0,9.0,-88.3283,-54.7929,4.0,2269
2019.0,9.0,18.59920331,58.27373397,17.5,1582968
2018.0,12.0,-14.02168,-61.35368,12.7,2269
2019.0,9.0,73.1861,7.3129,29.4,176851
2014.0,4.0,-149.62077284,29.92957168,16.0,30661
2019.0,6.0,-127.15464872,-17.61435469,19.6,136005
2020.0,9.0,112.99885,-78.61177,5.5,411346
2012.0,10.0,113.31453293,53.175990428,21.8,1520381
2010.0,9.0,36.138435,-64.141642,5.3,4430367
2012.0,11.0,29.19661,-35.10734,17.5,201851
2013.0,9.0,70.1382,-54.0546,8.3,147209
2014.0,6.0,-20.3077271301,84.8673603094,2.5,216364
2021.0,5.0,-0.364552,72.3196687,3.2,20817
2020.0,7.0,-133.8313036,14.5462013,26.0,21580827
2021.0,9.0,-170.117902,-86.368499,2.5,2269
2013.0,1.0,-103.09007,21.4309,17.2,21580827
2017.0,10.0,13.1419,82.3764,6.4,216364
2020.0,2.0,-84.045,-38.0563,16.6,6680371
2018.0,1.0,-120.909729144,-38.128938854,19.1,136005
2016.0,6.0,146.44526175,32.70264845,22.1,37468302
2018.0,4.0,-26.5684230288,40.8614732072,14.7,2927316
2011.0,4.0,-112.233125,52.962308,4.0,1363159
2019.0,7.0,-43.32095,72.94179,10.6,18406
2020.0,7.0,95.9603,-41.82896,11.9,10516927
2012.0,5.0,116.9527,-23.4932,23.1,281135
2021.0,4.0,159.0827,42.07201,17.8,37468302
2019.0,4.0,46.0835192197,88.9026408438,-0.7,216364
2013.0,1.0,152.68875972,-28.91758024,24.8,447692
2015.0,10.0,-89.504212,-43.801835,8.8,6680371
2018.0,10.0,-71.1233615,18.7207882,23.3,2636763
2011.0,12.0,106.8151,-73.9902,11.0,447692
2015.0,6.0,163.79056807,84.94065114,6.5,18406
2021.0,4.0,71.6072,-6.7175,27.9,176851
2019.0,1.0,-101.98921,52.78569,5.5,1363159
2019.0,5.0,-11.37645176,-55.04815063,12.5,2269
2014.0,9.0,135.63043,-32.11638,16.9,447692
2017.0,8.0,124.315421143,-72.472936515,5.0,447692
2017.0,6.0,-130.037219,37.557136,14.6,21580827
2013.0,2.0,125.8582156993,-65.2897031654,14.5,447692
2019.0,11.0,-80.6520154,9.3437528,24.3,1783490
2020.0,6.0,33.11969169,-86.42309351,5.0,2269
2011.0,6.0,-179.87123,23.21651,22.1,30661
2011.0,2.0,-126.610466,45.006409,6.5,21580827
2013.0,10.0,8.7986,78.5582,4.3,216364
2017.0,12.0,-161.09307,-77.33588,8.0,411346
2020.0,1.0,-143.2752,-78.7929,9.5,2269
2012.0,10.0,54.63017946,-73.99327542,5.0,4430367
2018.0,12.0,110.17112,-69.07987,11.3,447692
2017.0,9.0,-40.6588,31.0137,23.2,5723
2012.0,7.0,124.130739,55.321982,10.7,1520381
2012.0,1.0,121.7539196,26.2830855,18.7,2705791
2017.0,9.0,6.93383987,-82.16009399,4.5,2269
2011.0,8.0,-142.93474,-32.00038,13.4,136005
2010.0,6.0,-74.04792413,78.84854528,5.3,18406
2017.0,6.0,10.222787529,-7.527651106,21.6,7774200
2021.0,7.0,25.66,-35.66293,13.7,4430367
2011.0,10.0,16.6967080181,58.7713927149,16.0,1582968
2019.0,8.0,119.287262,8.047819,31.6,40781
2020.0,4.0,58.48852,83.72412,0.8,1279096
2013.0,12.0,-130.1247082,-51.4411565,13.7,136005
2011.0,1.0,117.80212,-27.94339,25.1,281135
2012.0,7.0,101.884656,-43.686488,13.3,447692
2018.0,11.0,108.228374557,81.454644857,5.7,1279096
2020.0,8.0,65.764461129,57.203084417,9.2,1068113
2017.0,11.0,-126.668049,-34.041789,16.8,136005
2016.0,8.0,152.686803,8.233132,31.6,6996
2011.0,6.0,99.7629284292,-83.4018840137,7.0,2269
2020.0,8.0,-41.8777945019,39.0538246069,21.3,5723
2018.0,7.0,-136.78019,74.19276,8.3,18406
2021.0,9.0,84.40616,85.50389,5.7,216364
2010.0,3.0,-107.002938,-50.962007,15.2,2269
2018.0,12.0,-136.5402933771,-6.3774049092,27.2,136005
2018.0,9.0,96.3925619054,14.2739371424,27.3,10156316
2014.0,12.0,-160.127749,-1.052621,28.7,0
2015.0,12.0,-65.021963918,34.956949164,17.8,10073
2016.0,2.0,-7.117754,-66.554018,12.9,2269
2018.0,11.0,158.4947089,28.7224463,21.3,37468302
2014.0,8.0,152.5900818,16.3150637,29.2,50568
2015.0,5.0,-114.81939633,63.12880687,5.1,18406
2014.0,1.0,-161.985729,0.11035,23.5,0
2011.0,11.0,111.284275,-7.227397,27.9,10516927
2012.0,4.0,-143.7645,54.4588,8.8,1363159
2018.0,3.0,-136.37874,46.33739,9.7,21580827
2015.0,3.0,-89.4387835798,57.5854513094,5.5,1363159
2014.0,2.0,-150.363926,23.670948,15.8,0
2010.0,10.0,116.1619751408,-40.4882580836,16.0,447692
2012.0,3.0,-40.2501,-61.8649,13.9,2269
2016.0,10.0,119.6636411275,-76.3689249515,7.0,411346
2017.0,8.0,169.32487,9.13644,31.3,30661
2016.0,9.0,28.723092,-25.5828097,16.7,68010
2015.0,4.0,76.891975852,65.866532797,3.2,1068113
2018.0,3.0,76.4481367355,7.0763715121,22.4,599821
2014.0,12.0,-102.8769172,-10.6460345,25.7,10390607
2016.0,7.0,132.0652262,-76.6159716,5.5,411346
2012.0,4.0,-170.42883902,77.34339994,1.9,18406
2012.0,5.0,121.130119615,-67.654039838,9.6,447692
2018.0,11.0,130.75977,2.0529715,29.4,11410
2015.0,12.0,-164.90735939,-79.91866245,8.0,411346
2011.0,10.0,90.46047,-30.61883,16.7,10516927
2016.0,9.0,104.5179090951,-38.708065449,14.8,10516927
2021.0,9.0,147.4956812,12.7114121,29.6,146905
2021.0,2.0,10.413731,-29.87539,21.0,4430367
2018.0,4.0,-72.8498056,-0.4550227,25.0,10574409
2019.0,10.0,21.64425,-22.48934,19.4,404280
2016.0,4.0,148.858636456,-57.034943162,14.9,447692
2020.0,7.0,106.442111764,-51.233379372,11.2,447692
2015.0,2.0,95.6532163,-23.2811059,25.1,10516927
2019.0,5.0,69.17373993,-0.17321243,28.0,176851
2017.0,3.0,170.71304,17.60459,21.1,30661
2018.0,8.0,111.9811179548,55.9047512894,11.2,1520381
2017.0,11.0,-149.579260623,-53.719440632,10.8,411346
2016.0,7.0,-21.66438,-77.52596,4.5,2269
2018.0,1.0,-52.01678678,-50.57437361,17.2,2269
2019.0,7.0,36.4223,-69.7357,3.5,4430367
2010.0,8.0,29.78614,-49.04405,9.3,4430367
2017.0,5.0,89.789507,38.200651,17.8,203297
2010.0,4.0,-101.8748,56.3997,7.0,1363159
2020.0,4.0,94.84376,36.70332,15.8,203297
2011.0,11.0,-20.1197282,12.1371974,22.4,437161
2011.0,3.0,85.1335794521,-77.9047565091,10.5,2269
2014.0,6.0,101.33866164,57.68625886,9.2,1520381
2020.0,4.0,-14.3054287193,-32.4104956717,21.4,603
2019.0,10.0,-30.1267286,49.9638339,16.0,216364
2016.0,8.0,-116.45382,47.43364,13.9,1363159
2015.0,9.0,-146.2559995719,-39.4571308625,11.8,13067
2016.0,8.0,74.85937,86.32278,6.2,216364
2015.0,7.0,-61.210100157,-80.1605760297,2.5,2269
2016.0,11.0,77.471737,58.016245,5.2,1068113
2020.0,2.0,-100.04477,-69.92208,10.0,2269
2020.0,4.0,132.645968,-68.280577,11.6,447692
2014.0,3.0,-154.645163,1.860984,22.9,136005
2020.0,5.0,135.7306,45.2848,19.8,3037862
2019.0,5.0,85.11819,62.32782,5.2,1068113
2019.0,5.0,109.415115,56.714256,7.2,1520381
2013.0,9.0,62.405154,71.676441,8.7,1279096
2015.0,9.0,-99.054268,14.859675,26.0,21580827
2012.0,11.0,-18.167854463,80.837832614,1.7,216364
2016.0,10.0,-6.2241028104,-25.820890304,19.2,603
2021.0,4.0,-172.9397095883,-67.4121421027,8.9,411346
2021.0,4.0,29.1996403582,74.1193343919,3.2,1279096
2012.0,1.0,-133.60323,-43.081324,17.6,136005
2011.0,4.0,-50.27447319,13.94730129,22.8,89201
2021.0,2.0,126.3937710791,42.0928890686,15.8,3037862
2018.0,4.0,52.2827,-32.3168,20.4,147209
2016.0,4.0,32.1630524472,-10.8659735002,26.7,1029639
2020.0,7.0,18.2945878,-65.9875918,2.7,4430367
2011.0,11.0,146.220567,76.857061,6.9,1520381
2014.0,3.0,-56.59684645,-15.68263614,27.7,4469585
2017.0,4.0,-12.72145771,2.61279474,23.1,1418300
2020.0,4.0,173.1337313,53.2825383,17.8,37468302
2017.0,7.0,-167.54382971,87.59634748,4.1,18406
2016.0,8.0,113.28803908,83.91956082,8.8,1279096
2017.0,9.0,175.77811886,45.81424676,23.3,37468302
2017.0,10.0,-57.706492872,-76.187909428,6.0,2269
2016.0,5.0,-101.688645568,-5.657327678,25.2,1106698
2017.0,8.0,5.414727762,-67.089478711,4.9,2269
2020.0,3.0,-51.1138613,65.1596388,6.0,18406
2021.0,9.0,23.9935,-33.4635,14.6,4430367
2013.0,5.0,-110.26126706,-56.09198562,10.2,2269
2015.0,11.0,2.821303,-54.344079,12.8,4430367
2010.0,7.0,-164.80867766,30.17917822,21.5,30661
2010.0,7.0,179.7501,-87.661,5.5,2269
2011.0,7.0,-70.7168746,-74.4289314,-0.5,2269
2012.0,12.0,-90.6126,-17.4848,23.9,10390607
2015.0,3.0,-129.1457,-23.6758,23.3,136005
2011.0,4.0,54.8071725758,-45.1066887157,16.5,147209
2020.0,5.0,-27.86232618,-86.83215992,8.0,2269
2017.0,7.0,107.08102,44.52606,23.3,1520381
2017.0,12.0,18.12682748,64.68116847,4.2,1582968
2021.0,2.0,-118.7702204,27.5017878,11.6,21580827
2017.0,12.0,-140.56640768,-64.2770873,9.8,411346
2013.0,4.0,-43.66507,-33.49639,21.1,1736989
2015.0,6.0,133.79463954,-58.22997974,10.6,447692
2020.0,7.0,-52.78428386,22.79154862,25.6,20764
2010.0,2.0,-23.148241252,60.682692725,6.7,216364
2015.0,11.0,114.1822,19.1181,24.3,632418
2012.0,4.0,31.89124,76.22832,3.2,1279096
2018.0,2.0,166.2536198,23.433494,19.1,30661
2018.0,10.0,-138.302799791,-36.856534023,13.9,136005
2010.0,10.0,72.0665,60.983,7.2,1068113
2011.0,5.0,-154.951606,42.282701,14.4,30661
2012.0,4.0,-16.4519809118,-45.0201070013,17.5,2269
2021.0,10.0,-121.1606,65.0611,6.5,18406
2011.0,9.0,-70.5605,-65.9437,0.7,2269
2018.0,4.0,-97.012956,-84.113591,8.0,2269
2019.0,7.0,-36.2543033167,72.9375562079,10.6,216364
2011.0,5.0,-179.3927408,-19.0432687,21.3,178339
2021.0,5.0,61.186673485,29.438845424,19.3,1446563
2018.0,5.0,131.16413,-29.71613,21.0,447692
2014.0,4.0,2.037914,-7.668222,28.6,80099
2017.0,9.0,153.403275,-86.135716,5.5,2269
2021.0,12.0,62.573761547,57.411236898,3.2,1068113
2018.0,11.0,-2.143476,-23.390754,22.1,603
2010.0,9.0,-48.2285527869,-30.3544833206,16.5,1736989
2013.0,11.0,168.462699,-22.16765,23.4,197787
2010.0,11.0,24.742465938,-72.633870539,7.0,4430367
2011.0,11.0,93.461389458,22.903300376,21.1,19578421
2014.0,4.0,-34.8051508,13.9217826,22.8,167504
2016.0,3.0,45.1006,-17.3265,26.4,3058387
2020.0,11.0,166.4035,15.8723,25.2,30661
2020.0,1.0,-170.8871752,-49.0303039,15.8,411346
2018.0,4.0,-104.0716,-85.5318,8.0,2269
2014.0,12.0,-85.05182452,-51.23158403,10.7,2269
2017.0,12.0,-37.771647282,-24.388402498,23.8,4469585
2020.0,9.0,-33.62353,64.95424,13.0,216364
2014.0,7.0,60.56559,39.55729,21.3,810186
2019.0,11.0,89.0372178906,-22.2858506367,21.4,10516927
2010.0,9.0,147.7297821,-61.441322292,8.2,411346
2017.0,6.0,-99.083028103,86.1368450988,3.2,18406
2018.0,7.0,-58.3590468,-70.17357254,4.5,2269
2019.0,8.0,73.906317898,35.40404583,21.8,1061412
2011.0,9.0,134.6951,-12.359,22.9,281135
2019.0,3.0,-23.6148262904,-77.0165509536,11.5,2269
2019.0,9.0,154.196891557,17.188569909,28.4,50568
2015.0,11.0,55.744935,28.630119,19.3,1419699
2018.0,11.0,152.0072,-62.4667,11.4,411346
2016.0,7.0,-37.66605131,26.99111446,24.4,167504
2018.0,8.0,114.85123479,-52.26400329,10.4,447692
2014.0,3.0,173.539418914,-63.76781356,14.3,411346
2014.0,3.0,-158.0229548,34.3815069,13.3,30661
2020.0,1.0,45.477501154,-24.373149161,24.3,3058387
2021.0,12.0,-88.31294,-82.79956,5.0,2269
2011.0,7.0,84.997109,-37.412194,13.4,149365
2011.0,5.0,83.34636,-27.32865,19.9,149365
2021.0,9.0,-18.7437864,-68.0141905,5.1,2269
2016.0,5.0,39.05183,60.41117,13.0,12409738
2016.0,8.0,-122.818,-67.8198,2.6,2269
2021.0,5.0,64.4357996594,9.3159954879,25.3,176851
2014.0,7.0,70.27016,10.07297,28.5,176851
2011.0,2.0,-16.50852671,62.79987527,3.1,216364
2010.0,9.0,88.210292,-52.631879,8.6,149365
2018.0,4.0,-32.146397,65.7041878,7.2,216364
2013.0,2.0,137.779230321,-6.46255105,32.0,366862
2010.0,12.0,-145.524868,51.6878492,9.4,1363159
2012.0,3.0,144.099899,31.690742,16.9,37468302
2013.0,11.0,107.6381150172,-15.3399096438,25.5,10516927
2017.0,6.0,117.628304525,-23.365866789,21.1,281135
2015.0,4.0,106.0307,-11.9839,28.4,10516927
2018.0,1.0,89.407241722,-56.982879542,14.4,149365
2018.0,6.0,-2.89194,60.78448,9.7,20817
2011.0,1.0,-37.71859,38.01335,14.1,5723
2016.0,10.0,-53.102738875,4.038361926,29.8,57506
2011.0,1.0,-172.4469,47.1041,9.4,37468302
2010.0,2.0,-30.182385,-7.684658,30.6,4469585
2015.0,3.0,-44.6787031,56.9012102,8.4,18406
2019.0,11.0,-154.436607232,-57.5112346952,9.6,411346
2014.0,6.0,66.89923,38.10801,19.8,872653
2015.0,3.0,-81.8115,85.9748,-2.0,18406
2016.0,5.0,36.5702257783,-16.3196326196,23.2,1029639
2018.0,8.0,107.8979087233,-11.5315122332,22.4,10516927
2020.0,3.0,96.2121,-78.0349,10.5,411346
2017.0,5.0,-9.336299,-51.745888,13.4,4430367
2014.0,3.0,20.996796815,-82.644447752,10.5,2269
2018.0,12.0,150.38664,73.96881,5.2,1520381
2011.0,10.0,-165.959959,32.898303,19.1,30661
2016.0,10.0,-102.8004979793,15.2053580391,24.5,21580827
2014.0,11.0,179.5049261,72.2302458,7.2,18406
2011.0,11.0,-151.2749919,-53.9737315,10.8,411346
2021.0,11.0,-32.3274816,-59.2218439,11.3,2269
2013.0,7.0,135.49015,-43.20449,13.6,447692
2014.0,6.0,3.6366878645,78.0213754463,4.6,216364
2012.0,10.0,69.0677395,-29.3376332,17.3,149365
2010.0,3.0,95.5308588,73.8399903,1.7,1068113
2014.0,3.0,-139.0537033,-68.5547015,9.8,411346
2013.0,10.0,87.891477998,-10.128745579,23.0,599821
2016.0,6.0,-126.66209921,54.91622591,9.5,1363159
2014.0,1.0,-42.30969465,-18.76365539,26.8,4469585
2014.0,3.0,86.122305,20.070865,18.5,19578421
2017.0,5.0,-62.294,70.223597,6.0,18406
2018.0,5.0,-134.5555698,73.4502027,5.1,18406
2018.0,9.0,-95.1986496,69.669244,9.5,18406
2015.0,9.0,96.416071459,-61.9223782013,5.9,447692
2016.0,1.0,18.23047,70.57505,2.7,1279096
2020.0,2.0,131.1587,-51.9811,18.4,447692
2016.0,9.0,86.8359642,-84.212267,3.5,2269
2018.0,6.0,-114.6175031369,-11.6216186389,21.4,136005
2012.0,3.0,-108.93703597,33.29144176,16.3,21580827
2012.0,8.0,39.99369,-33.57029,13.8,1101771
2014.0,5.0,47.844957,88.741278,1.3,216364
2018.0,12.0,-153.8559984,-43.6387989,15.8,13067
2010.0,4.0,18.18411974,-88.13374005,7.0,2269
2013.0,12.0,97.909388,61.408057,3.2,1520381
2019.0,3.0,-88.6360759,49.1344907,5.5,1363159
2011.0,7.0,-142.977663413,-83.301977736,2.5,2269
2015.0,2.0,92.6117184,6.6969493,21.9,7563912
2016.0,11.0,-107.43233,-9.15448,24.3,2851104
2019.0,11.0,-153.3344572,13.720003666,22.8,0
2019.0,5.0,105.890898461,39.738822956,19.8,19617963
2013.0,7.0,-65.7569613,16.8292438,25.4,2454337
2014.0,7.0,24.479245731,-74.600878471,3.5,2269
2017.0,9.0,73.35096139,-32.31406397,14.9,149365
2011.0,10.0,-128.9275468417,-47.331921093,10.9,136005
2021.0,9.0,143.6030704972,-34.8550761331,16.0,447692
2016.0,7.0,-6.5933962959,6.9394334336,27.4,4920776
2019.0,5.0,178.295139736,72.4536862145,7.2,18406
2011.0,9.0,-153.93123,72.03023,8.9,18406
2015.0,7.0,-41.570149,78.102761,9.1,18406
2020.0,2.0,79.81704624,-4.7633033,30.5,176851
2012.0,4.0,-107.8444066838,82.3445413905,0.4,18406
2020.0,6.0,99.78538471,62.34005879,9.2,1520381
2012.0,4.0,145.24404664,76.49522554,5.2,1520381
2017.0,7.0,129.30986,76.244102,10.7,1520381
2011.0,12.0,-9.9173,-54.1864,14.8,4430367
2013.0,1.0,27.8048213,12.5797173,20.6,5534079
2011.0,9.0,94.607448531,37.850117747,21.3,203297
2017.0,7.0,0.2314562375,77.7524805666,6.1,216364
2012.0,2.0,-3.3925488507,67.2181915933,1.9,20817
2015.0,5.0,161.3527,79.9498,6.0,18406
2010.0,6.0,-4.8926478,3.0938622,27.1,4920776
2014.0,2.0,-114.76931681,62.771161236,1.1,18406
2016.0,6.0,51.475003534,18.354306143,24.6,1419699
2016.0,3.0,-93.8727,77.1003,0.4,18406
2018.0,1.0,162.79150564,-66.02017334,13.7,411346
2019.0,12.0,-68.76032487,-3.04292954,28.1,10574409
2010.0,9.0,-22.76467996,19.32116832,26.8,167504
2016.0,1.0,88.015034423,-76.644230236,10.5,447692
2016.0,12.0,-11.57200964,49.68655764,9.0,1201426
2016.0,7.0,151.619673,65.624279,10.7,1520381
2020.0,10.0,116.63089,-1.70278,27.4,40781
2020.0,5.0,-163.4984,-29.2819,18.3,13067
2021.0,1.0,-47.369159045,23.348556743,18.6,20764
2018.0,7.0,-69.40029,-47.83489,9.1,2269
2014.0,4.0,28.37924,-67.66935,9.6,4430367
2021.0,10.0,40.70931536,-41.39601082,13.7,201851
2018.0,10.0,165.0347172,38.5505452,21.8,37468302
2020.0,1.0,-165.4127573,-86.9428313,9.5,2269
2021.0,6.0,156.0893613,-2.512493,27.1,81801
2012.0,8.0,-129.380282715,-6.56141243,20.9,136005
2017.0,8.0,-109.189269812,-50.0627118477,8.0,2269
2019.0,5.0,-67.621724,19.550049,21.0,2454337
2015.0,1.0,136.66965492,-31.395902625,24.2,447692
2019.0,10.0,5.38736142,-19.36143653,21.3,603
2011.0,11.0,-93.267140484,-66.461533737,7.2,2269
2011.0,6.0,11.1195136,-48.4671297,9.6,4430367
2019.0,11.0,91.768160272,-48.082956744,13.6,149365
2013.0,1.0,101.150204,-58.473755,16.1,447692
2010.0,9.0,166.95129805,-42.64985221,13.6,411346
2021.0,3.0,-17.5916,-36.6006,21.4,603
2010.0,6.0,121.26350078,-60.2269968,10.0,447692
2020.0,7.0,6.52292963,3.64006643,28.3,296770
2021.0,2.0,-161.9847698,14.9511874,18.5,0
2010.0,6.0,170.32113,-57.47793,10.9,411346
2010.0,6.0,-58.5460026,-1.2331858,26.7,239457
2015.0,2.0,47.152,76.6275312,0.9,1279096
2017.0,7.0,65.4923361036,38.3996393364,21.3,872653
2015.0,8.0,-3.1088511,24.1464344,22.8,232388
2010.0,3.0,117.53281,9.9183,23.5,40781
2010.0,5.0,-166.8271478926,40.2997650842,15.0,30661
2016.0,1.0,49.473678,72.74053,1.7,1279096
2018.0,11.0,-178.73176824,-3.91430283,25.8,7042
2016.0,2.0,-39.5543609925,-73.1900123313,12.0,2269
2012.0,9.0,88.52626,58.21472,8.7,1068113
2014.0,4.0,-80.6106718,28.499337,17.8,279668
2013.0,4.0,-61.27585,80.55251,0.7,18406
2017.0,7.0,-171.500798,-57.58648,6.1,411346
2011.0,5.0,-123.378966537,67.987586884,3.6,18406
2014.0,1.0,-171.650314,-3.0754977,29.6,0
2010.0,4.0,-114.5288689081,74.8114304581,-0.5,18406
2021.0,9.0,33.128914851,-58.124389404,7.1,4430367
2011.0,5.0,-168.6135623,58.583525,9.3,37468302
2010.0,1.0,167.35151,13.19364,22.6,30661
2014.0,12.0,50.19602235,-69.4506123,9.3,4430367
2021.0,7.0,-83.0515,72.1359,8.9,18406
2012.0,11.0,20.82735411,54.47668882,13.0,1767798
2012.0,3.0,61.14069,49.895002,14.3,1068113
2018.0,1.0,-129.2957,26.5879,12.4,21580827
2018.0,3.0,91.44869,21.73855,17.9,19578421
2020.0,10.0,-164.1674,-35.09446,14.5,13067
2012.0,9.0,-61.9669,-4.3508,22.3,109934
2017.0,6.0,-143.584862,-39.4308668,13.3,136005
2020.0,9.0,-48.071439644,-10.135224762,22.5,4469585
2018.0,3.0,23.7998978684,2.517668787,21.6,850946
2012.0,3.0,-1.59277313,35.08071007,12.3,34733
2015.0,8.0,17.88139081,43.96229826,19.8,342577
2017.0,1.0,57.1131,-86.427,10.5,2269
2018.0,3.0,167.3358315195,45.4938302042,16.3,37468302
2019.0,7.0,82.415634,-64.692949,5.0,147209
2015.0,2.0,-19.0956,72.3774,0.4,216364
2018.0,11.0,-49.653218752,-63.107554736,10.1,2269
2019.0,3.0,-150.221522938,18.7232395145,17.8,0
2010.0,9.0,51.078397,10.603032,28.2,561564
2011.0,11.0,137.334007,-74.290525,9.0,411346
2014.0,4.0,168.77544,-89.10547,11.0,2269
2018.0,6.0,-46.6809041,14.9939017,26.5,57506
2012.0,2.0,109.2498,34.6746,15.8,19617963
2010.0,9.0,91.5482772577,-55.0439383671,8.0,149365
2021.0,8.0,117.424678542,34.3207133386,23.8,19617963
2017.0,5.0,-32.77825,65.24786,9.5,216364
2021.0,1.0,-78.225494,-45.79816,13.7,6680371
2019.0,4.0,165.4113746,34.7092881,17.8,37468302
2013.0,9.0,-42.48112,87.76976,6.1,18406
2021.0,7.0,-88.0477,43.281,12.5,1363159
2018.0,3.0,-137.182848,80.207421,-0.5,18406
2017.0,6.0,-131.28848341,-78.39902349,4.0,2269
2013.0,3.0,-110.009326,89.044607,-2.0,18406
2019.0,2.0,172.463,-47.5741,19.6,411346
2014.0,12.0,48.8152,62.0666,3.2,12409738
2021.0,12.0,-29.080189,7.499494,24.9,167504
2017.0,2.0,-6.689196,-64.917638,13.5,2269
2010.0,11.0,-175.194313,81.374544,2.7,18406
2011.0,3.0,-39.3083597619,36.2998286797,14.7,5723
2021.0,5.0,175.1854,-49.4754,15.3,411346
2018.0,3.0,-113.7751146,50.1544334,5.5,1363159
2020.0,11.0,18.0293,3.2948,25.1,850946
2013.0,4.0,-66.1286229918,76.8329270977,1.9,18406
2012.0,4.0,-141.6374456329,-80.9443876819,8.0,2269
2017.0,3.0,-18.832,-52.2023,16.9,2269
2021.0,7.0,-166.35036783,-62.42998554,4.9,411346
2012.0,8.0,118.82109529,-36.259639711,15.2,447692
2011.0,4.0,5.3873,61.5115,9.0,1012225
2018.0,7.0,7.2442,-71.5464,4.5,2269
2018.0,9.0,62.873655,24.666697,24.0,1446563
2012.0,11.0,-152.55163,-18.16384,21.6,136005
2017.0,10.0,-30.75655385,-7.58025891,24.6,4469585
2019.0,11.0,-6.7869945,-16.9989713,23.9,603
2011.0,9.0,-104.240796,-4.5614081,22.0,2851104
2020.0,8.0,74.899285353,28.15172864,23.6,28513682
2019.0,1.0,157.178255,-26.120257,25.7,197787
2015.0,7.0,-10.4548919821,-68.471029923,5.1,2269
2016.0,10.0,-138.524936,-10.393055,22.0,136005
2017.0,10.0,-143.766715116,0.154519443,29.0,136005
2010.0,3.0,-59.43725,21.35322,19.2,1402
2017.0,12.0,-41.9070538,-85.6860498,10.0,2269
2017.0,7.0,-56.6971,-20.1795,19.5,3222199
2014.0,2.0,-80.69698867,86.84611284,-2.0,18406
2013.0,7.0,-9.09533035,40.80187323,17.2,2927316
2015.0,11.0,104.70280805,21.48670762,23.7,4282738
2014.0,8.0,-46.9242351,-41.11677075,12.7,1736989
2019.0,1.0,-89.053652353,25.849868323,16.3,2136468
2015.0,1.0,117.9652,40.3713,16.3,19617963
2018.0,5.0,-117.3976,-76.0538,6.0,2269
2010.0,6.0,143.654,43.4219,21.8,37468302
2010.0,10.0,83.6146124,-43.84273362,12.8,149365
2019.0,11.0,-134.502393,48.157624,12.6,1363159
2014.0,11.0,-137.8116016,29.596696,18.0,21580827
